timestamp,availability_pct,latency_p95_ms,data_completeness_pct,freshness_lag_sec,composite_status,z_score,z_flag,cusum_pos,cusum_neg,cusum_flag,any_alert
2024-01-03 06:00:00,99.8125,78.94800000000001,99.509,58.555499999999995,Amber,-0.13453141003299468,0,0.392,0.0,0,0
2024-01-03 07:00:00,99.55324999999999,87.19075000000001,99.1155,59.1385,Amber,-1.4842096052258422,0,0.1351,0.0,0,0
2024-01-03 08:00:00,99.77025,95.3,99.52825,53.560500000000005,Amber,-0.14179712836716585,0,0.0952,0.0,0,0
2024-01-03 09:00:00,99.7615,109.81675,99.54325,54.96525,Amber,-0.29998450530839554,0,0.0466,0.0,0,0
2024-01-03 10:00:00,99.845,118.64275,99.69275,52.4135,Green,0.457932531818066,0,0.0815,0.0,0,0
2024-01-03 11:00:00,99.50625,120.41475,99.63974999999999,46.792249999999996,Green,-1.4198456596323963,0,0.0,0.0,0,0
2024-01-03 12:00:00,99.71000000000001,110.62950000000001,99.3525,44.6505,Amber,0.1425515637321903,0,0.0,0.0,0,0
2024-01-03 13:00:00,99.26175,116.582,99.587,40.065,Amber,-1.739216862620304,0,0.0,0.1362,0,0
2024-01-03 14:00:00,99.646,116.827,99.506,35.98925,Green,0.11542725001070653,0,0.0,0.0,0,0
2024-01-03 15:00:00,99.47525,104.668,99.502,35.751999999999995,Amber,-0.4832489637617477,0,0.0,0.0,0,0
2024-01-03 16:00:00,99.63125,105.72975,99.4305,33.7605,Amber,0.5730840846772919,0,0.0,0.0,0,0
2024-01-03 17:00:00,98.74825,91.61575,99.521,31.063999999999997,Red,-1.828845722373767,0,0.0,0.6497,0,1
2024-01-03 18:00:00,99.1855,82.77625,99.444,33.7925,Amber,-0.4101997104420157,0,0.0,0.8621,0,0
2024-01-03 19:00:00,99.346,67.80725,99.735,37.567750000000004,Amber,0.021580545763585413,0,0.0,0.914,0,0
2024-01-03 20:00:00,99.533,54.44475,99.5175,35.875499999999995,Amber,0.6660075758850452,0,0.0,0.779,0,0
2024-01-03 21:00:00,99.4205,48.20475,99.663,37.022,Amber,0.34793201587340433,0,0.0,0.7564,0,0
2024-01-03 22:00:00,99.6225,43.398250000000004,99.35975,36.94975,Amber,0.998520576877941,0,0.0,0.5318,0,0
2024-01-03 23:00:00,99.55625,44.95925,99.574,41.11325,Green,0.6981190266886979,0,0.0,0.3735,0,0
2024-01-04 00:00:00,99.59875,38.3985,99.51425,44.50925,Amber,0.7973110100045246,0,0.0,0.1727,0,0
2024-01-04 01:00:00,99.7405,47.14125,99.53525,49.6415,Amber,1.5283410009346166,0,0.0,0.0,0,0
2024-01-04 02:00:00,100.0,42.25675,99.35825,53.97425,Amber,1.7385302642764757,0,0.1899,0.0,0,0
2024-01-04 03:00:00,99.78575000000001,51.357749999999996,99.249,55.24075,Amber,0.4179868502880216,0,0.1655,0.0,0,0
2024-01-04 04:00:00,99.90925,60.6075,99.49425,56.65675,Amber,0.8371616756469359,0,0.2647,0.0,0,0
2024-01-04 05:00:00,99.9455,59.37125,99.657,58.50575,Amber,0.7721134994979316,0,0.4001,0.0,0,0
2024-01-04 06:00:00,100.0,81.164,99.5355,58.163,Amber,0.9371899404427261,0,0.59,0.0,0,0
2024-01-04 07:00:00,99.93325,90.493,99.593,61.96175,Amber,0.05425718266980824,0,0.7131,0.0,0,0
2024-01-04 08:00:00,99.88225,103.16575,99.579,62.609,Amber,-0.3748089550901274,0,0.7852,0.0,0,0
2024-01-04 09:00:00,99.675,107.094,99.60475,56.991,Amber,-1.9125434614170946,0,0.6501,0.0,0,0
2024-01-04 10:00:00,99.78925,111.07600000000001,99.67175,51.04625,Amber,-0.6835782513274229,0,0.6293,0.0,0,0
2024-01-04 11:00:00,99.7205,123.99775,99.5855,46.94125,Amber,-0.8929240537512131,0,0.5397,0.0,0,0
2024-01-04 12:00:00,99.5085,124.8735,99.5435,44.56325,Amber,-1.5854526191499154,0,0.2381,0.0,0,0
2024-01-04 13:00:00,99.48949999999999,112.80775,99.30975000000001,42.978500000000004,Amber,-1.2126716137515694,0,0.0,0.0,0,0
2024-01-04 14:00:00,99.1385,117.438,99.30975,34.60375,Amber,-1.7646963376567724,0,0.0,0.2594,0,0
2024-01-04 15:00:00,99.52850000000001,102.34825000000001,99.4215,36.857749999999996,Amber,-0.0027467645809844668,0,0.0,0.1289,0,0
2024-01-04 16:00:00,99.387,102.362,99.458,30.7075,Amber,-0.39093155089910364,0,0.0,0.1398,0,0
2024-01-04 17:00:00,99.30324999999999,94.0455,99.451,29.0,Amber,-0.5916786505230269,0,0.0,0.2345,0,0
2024-01-04 18:00:00,99.65375,82.45824999999999,99.457,31.892,Amber,1.3040888573759062,0,0.0,0.0,0,0
2024-01-04 19:00:00,99.4855,76.658,99.43725,31.625999999999998,Amber,0.3826234997126861,0,0.0,0.0,0,0
2024-01-04 20:00:00,99.4375,54.83975,99.47274999999999,35.954499999999996,Amber,-0.23505351694833193,0,0.0,0.0,0,0
2024-01-04 21:00:00,99.783,52.62575,99.37725,35.99825,Amber,1.5407025242999324,0,0.0,0.0,0,0
2024-01-04 22:00:00,99.711,51.10625,99.411,38.230000000000004,Amber,0.8116146867992617,0,0.0,0.0,0,0
2024-01-04 23:00:00,99.14025000000001,44.08675,99.477,41.76625,Amber,-1.6858763921156883,0,0.0,0.2577,0,0
2024-01-05 00:00:00,99.75625,39.9615,99.4125,48.8825,Amber,0.822700673729839,0,0.0,0.0,0,0
2024-01-05 01:00:00,99.7185,43.269,99.2955,50.02125,Amber,0.5024310191202115,0,0.0,0.0,0,0
2024-01-05 02:00:00,99.71325,44.1575,99.63225,52.3815,Amber,0.3110003082326487,0,0.0,0.0,0,0
2024-01-05 03:00:00,99.73425,57.651250000000005,99.51325,57.825,Amber,0.43890490438499224,0,0.0,0.0,0,0
2024-01-05 04:00:00,99.703,55.5415,99.358,57.071,Amber,0.31493730884951987,0,0.0,0.0,0,0
2024-01-05 05:00:00,99.78925,75.5875,99.5005,58.4095,Amber,1.6652002224060118,0,0.0,0.0,0,0
2024-01-05 06:00:00,99.858,82.4425,99.58275,59.11025,Amber,1.7567930315690738,0,0.0479,0.0,0,0
2024-01-05 07:00:00,99.7045,82.474,99.3455,55.039500000000004,Amber,-0.7425978481469672,0,0.0,0.0,0,0
2024-01-05 08:00:00,99.98975,101.0075,99.453,56.56625,Green,1.732158728907502,0,0.1796,0.0,0,0
2024-01-05 09:00:00,99.9395,104.25675000000001,99.35175000000001,56.81875,Green,0.9080077493606683,0,0.309,0.0,0,0
2024-01-05 10:00:00,99.833,116.19024999999999,99.06325,48.74125,Amber,-0.18827731285570865,0,0.3319,0.0,0,0
2024-01-05 11:00:00,99.18175,125.2415,99.487,44.6,Amber,-1.9259868992895106,0,0.0,0.2162,0,0
2024-01-05 12:00:00,99.811,114.75175,99.34075,41.432,Amber,0.2313741764212419,0,0.0009,0.0,0,0
2024-01-05 13:00:00,99.297,119.5005,99.62325,34.55675,Red,-1.0933697205635426,0,0.0,0.1009,0,1
2024-01-05 14:00:00,99.30025,113.63925,99.71425,38.120999999999995,Green,-0.776522564348513,0,0.0,0.1986,0,0
2024-01-05 15:00:00,99.31774999999999,115.86825,99.37299999999999,33.35025,Red,-0.4843655124730482,0,0.0,0.2788,0,1
2024-01-05 16:00:00,99.342,101.401,99.3695,29.9425,Red,-0.1493546903305612,0,0.0,0.3347,0,1
2024-01-05 17:00:00,99.179,92.548,99.4545,36.162,Amber,-0.8839936220346344,0,0.0,0.5536,0,0
2024-01-05 18:00:00,99.04050000000001,76.02975,99.38825,28.6505,Red,-1.7809291900144821,0,0.0,0.9111,0,1
2024-01-05 19:00:00,99.51124999999999,65.4845,99.49875,30.47175,Amber,1.441466266616243,0,0.0,0.7978,0,0
2024-01-05 20:00:00,99.5865,59.0475,99.6665,31.667250000000003,Amber,1.2675405813899372,0,0.0,0.6092,0,0
2024-01-05 21:00:00,99.04975,47.39875,99.29325,37.4405,Amber,-1.008469660097615,0,0.0,0.9574,0,0
2024-01-05 22:00:00,99.56775,47.3735,99.4555,37.35175,Green,0.9406797175982636,0,0.0,0.7875,0,0
2024-01-05 23:00:00,99.92699999999999,42.5365,99.33775,38.4915,Amber,1.3950578179949615,0,0.1169,0.2585,0,0
2024-01-06 00:00:00,99.4185,39.7295,99.55875,49.29125,Green,-0.3226231905769184,0,0.0,0.2379,0,0
2024-01-06 01:00:00,99.31700000000001,41.61225,99.48175,55.202,Amber,-0.5454405594822159,0,0.0,0.3188,0,0
2024-01-06 02:00:00,99.96975,47.21575,99.40525,51.904,Amber,1.196604032535313,0,0.1596,0.0,0,0
2024-01-06 03:00:00,99.8615,47.74075,99.5375,59.3895,Amber,0.660406025939954,0,0.211,0.0,0,0
2024-01-06 04:00:00,99.53675,65.19,99.5415,58.15525,Amber,-0.47839278823513487,0,0.0,0.0,0,0
2024-01-06 05:00:00,99.8245,70.93475000000001,99.471,65.01075,Amber,0.6377336671860465,0,0.0144,0.0,0,0
2024-01-06 06:00:00,99.67349999999999,77.0565,99.6455,58.435249999999996,Amber,-0.09855274404729275,0,0.0,0.0,0,0
2024-01-06 07:00:00,99.87825000000001,90.39025000000001,99.314,61.27475,Amber,0.5556539405210914,0,0.0681,0.0,0,0
2024-01-06 08:00:00,99.7465,106.94525,99.66075,58.44025,Amber,-0.0534687317350431,0,0.0045,0.0,0,0
2024-01-06 09:00:00,99.83525,106.959,99.60275,56.32475,Amber,0.678333181704334,0,0.0297,0.0,0,0
2024-01-06 10:00:00,99.6245,118.05625,99.627,49.728,Amber,-1.3960468351907007,0,0.0,0.0,0,0
2024-01-06 11:00:00,99.23025,116.27,99.5195,46.828250000000004,Red,-1.8633329868132762,0,0.0,0.1677,0,1
2024-01-06 12:00:00,99.46225,115.978,99.475,43.12475,Green,-0.6768462397075781,0,0.0,0.1034,0,0
2024-01-06 13:00:00,99.35925,125.8265,99.49175,34.048249999999996,Amber,-0.7884570339597308,0,0.0,0.142,0,0
2024-01-06 14:00:00,99.41875,112.7175,99.654,34.51125,Amber,-0.3262749449600991,0,0.0,0.1212,0,0
2024-01-06 15:00:00,99.63575,106.87425,99.327,29.86475,Amber,1.1542158714781197,0,0.0,0.0,0,0
2024-01-06 16:00:00,99.06524999999999,102.06524999999999,99.57225,26.033,Amber,-1.5075123113914515,0,0.0,0.3327,0,0
2024-01-06 17:00:00,99.36725,83.13775,99.35875,30.14075,Amber,-0.09402624306466137,0,0.0,0.3634,0,0
2024-01-06 18:00:00,99.57075,75.57875,99.23925,32.4525,Amber,0.8399451581649892,0,0.0,0.1905,0,0
2024-01-06 19:00:00,99.3015,60.66425,99.13125,23.77175,Amber,-0.45002582090739635,0,0.0,0.287,0,0
2024-01-06 20:00:00,99.6985,59.317750000000004,99.51875,32.56575,Amber,1.0793753349804358,0,0.0,0.0,0,0
2024-01-06 21:00:00,99.20625,50.22275,99.4355,37.1745,Amber,-0.693828775289847,0,0.0,0.1917,0,0
2024-01-06 22:00:00,99.40025,41.44625,99.51075,41.344750000000005,Amber,-0.13196349960048728,0,0.0,0.1894,0,0
2024-01-06 23:00:00,99.47325000000001,38.516999999999996,99.22200000000001,46.80825,Red,0.17586714749018184,0,0.0,0.114,0,1
2024-01-07 00:00:00,99.7045,50.2065,99.38825,48.747749999999996,Amber,1.1738156495104082,0,0.0,0.0,0,0
2024-01-07 01:00:00,99.884,44.77825,99.307,47.6775,Amber,1.3111236085369595,0,0.0739,0.0,0,0
2024-01-07 02:00:00,99.7645,44.713750000000005,99.14525,58.651250000000005,Amber,0.7545810706770094,0,0.0283,0.0,0,0
2024-01-07 03:00:00,99.79575,51.98275,99.6825,55.0605,Amber,0.6549800050689035,0,0.0139,0.0,0,0
2024-01-07 04:00:00,99.93225,60.64,99.556,57.5155,Amber,1.067461220015955,0,0.1361,0.0,0,0
2024-01-07 05:00:00,99.78375,73.631,99.5505,60.482,Amber,-0.3254965457970455,0,0.1097,0.0,0,0
2024-01-07 06:00:00,99.8845,84.73925,99.527,60.8245,Amber,0.6410399426245355,0,0.1841,0.0,0,0
2024-01-07 07:00:00,99.73425,87.78425,99.54825,57.79175,Amber,-1.0713969943986514,0,0.1082,0.0,0,0
2024-01-07 08:00:00,99.74199999999999,102.4155,99.56475,56.14925,Amber,-0.8798516128473461,0,0.0401,0.0,0,0
2024-01-07 09:00:00,99.81649999999999,107.2615,99.30575,56.24025,Amber,0.012092221790427552,0,0.0465,0.0,0,0
2024-01-07 10:00:00,99.95325,117.96775,99.6065,50.60975,Green,1.5670657049963186,0,0.1897,0.0,0,0
2024-01-07 11:00:00,99.844,116.097,99.49775,47.913250000000005,Amber,0.17716282973353722,0,0.2236,0.0,0,0
2024-01-07 12:00:00,99.54249999999999,117.51925,99.5555,40.59225,Amber,-1.665475286828235,0,0.0,0.0,0,0
2024-01-07 13:00:00,99.59725,117.33275,99.65275,35.006,Green,-0.9770192665322887,0,0.0,0.0,0,0
2024-01-07 14:00:00,99.11925,110.166,99.4915,36.52475,Amber,-1.7477675002848658,0,0.0,0.2787,0,0
2024-01-07 15:00:00,99.2575,110.959,99.22925000000001,33.6695,Red,-0.912002958763777,0,0.0,0.4191,0,1
2024-01-07 16:00:00,99.30725000000001,94.35875,99.5385,32.622749999999996,Amber,-0.5176552912766926,0,0.0,0.5098,0,0
2024-01-07 17:00:00,98.99575,90.0655,99.4105,35.355000000000004,Amber,-1.313100786215843,0,0.0,0.912,0,0
2024-01-07 18:00:00,99.75075,81.18375,99.447,28.2375,Amber,1.441556378462868,0,0.0,0.5591,0,0
2024-01-07 19:00:00,99.4,73.64750000000001,99.456,29.72575,Amber,0.36392566296910855,0,0.0,0.5571,0,0
2024-01-07 20:00:00,99.462,55.979,99.56725,32.159,Amber,0.40036816340835263,0,0.0,0.493,0,0
2024-01-07 21:00:00,99.29825,50.33125,99.33225,35.475750000000005,Amber,-0.28717614329549035,0,0.0,0.5927,0,0
2024-01-07 22:00:00,99.56825,45.157,99.56649999999999,40.2085,Amber,0.6080911333093629,0,0.0,0.4224,0,0
2024-01-07 23:00:00,99.23525000000001,47.45075,99.39099999999999,42.90925,Amber,-1.1568837603582178,0,0.0,0.585,0,0
2024-01-08 00:00:00,99.367,36.048,99.5185,47.83025,Amber,-0.18143711316678254,0,0.0,0.616,0,0
2024-01-08 01:00:00,99.8055,51.128,99.56125,47.40325,Amber,1.680076693510493,0,0.0,0.2084,0,0
2024-01-08 02:00:00,99.7305,40.77275,99.7765,56.0295,Green,0.9713899277038058,0,0.0,0.0,0,0
2024-01-08 03:00:00,99.72025,50.157000000000004,99.77025,59.381,Amber,0.6576884586005882,0,0.0,0.0,0,0
2024-01-08 04:00:00,99.94925,59.8015,99.54375,53.75575,Amber,1.1475721056198216,0,0.1391,0.0,0,0
2024-01-08 05:00:00,99.8235,74.58324999999999,99.5365,60.87375,Amber,0.46073907450562246,0,0.1525,0.0,0,0
2024-01-08 06:00:00,99.819,74.17675,99.28675,57.996,Amber,0.1333448276892513,0,0.1614,0.0,0,0
2024-01-08 07:00:00,99.6545,89.69225,99.50725,60.852000000000004,Amber,-1.2373972807881617,0,0.0058,0.0,0,0
2024-01-08 08:00:00,99.61975,97.43575,99.27799999999999,55.972,Amber,-1.1762068063789213,0,0.0,0.0,0,0
2024-01-08 09:00:00,99.66925,102.5555,99.5495,52.8365,Green,-0.6753470646225315,0,0.0,0.0,0,0
2024-01-08 10:00:00,99.8435,118.6725,99.4825,53.16275,Green,1.045384139671528,0,0.0334,0.0,0,0
2024-01-08 11:00:00,99.72925000000001,124.704,99.74575,48.76975,Green,0.0731800351509191,0,0.0,0.0,0,0
2024-01-08 12:00:00,99.4165,117.303,99.59875,39.013000000000005,Red,-1.695019698124902,0,0.0,0.0,0,1
2024-01-08 13:00:00,99.63875,122.50225,99.47525,38.40775,Amber,-0.09977941611735985,0,0.0,0.0,0,0
2024-01-08 14:00:00,99.263,121.65775,99.62049999999999,32.78025,Amber,-1.5428220926252247,0,0.0,0.1349,0,0
2024-01-08 15:00:00,99.49475,119.5755,99.29825,33.6635,Amber,-0.3255389934366078,0,0.0,0.0381,0,0
2024-01-08 16:00:00,99.85325,96.92949999999999,99.60425000000001,37.68375,Amber,1.3290752596142914,0,0.0431,0.0,0,0
2024-01-08 17:00:00,98.94,96.09625,99.39,26.02525,Amber,-1.5712806572230158,0,0.0,0.4579,0,0
2024-01-08 18:00:00,99.30525,71.4125,99.69825,32.27275,Amber,-0.34650230357835154,0,0.0,0.5506,0,0
2024-01-08 19:00:00,98.88325,72.52175,99.32724999999999,31.69075,Red,-1.1295596929315517,0,0.0,1.0653,0,1
2024-01-08 20:00:00,99.479,51.07925,99.3325,31.341749999999998,Red,0.41653756048531065,0,0.0,0.9842,0,1
2024-01-08 21:00:00,99.57525,53.557249999999996,99.3355,38.5065,Amber,0.626979273678809,0,0.0,0.8069,0,0
2024-01-08 22:00:00,99.6115,42.8465,99.46675,38.43275,Green,0.9801354132794202,0,0.0,0.5933,0,0
2024-01-08 23:00:00,99.73325,48.01625,99.57325,42.0225,Amber,0.9925513237023493,0,0.0,0.258,0,0
2024-01-09 00:00:00,99.71600000000001,33.37175,99.24125000000001,42.96925,Amber,0.6839897237684909,0,0.0,0.0,0,0
2024-01-09 01:00:00,99.762,42.863,99.3875,52.512,Amber,1.056940183453504,0,0.0,0.0,0,0
2024-01-09 02:00:00,99.7685,44.804500000000004,99.57125,56.28875,Amber,0.9104473608862079,0,0.0,0.0,0,0
2024-01-09 03:00:00,99.8145,50.11525,99.42925,54.48475,Amber,1.1629329086877649,0,0.0044,0.0,0,0
2024-01-09 04:00:00,100.0,61.08725,99.40299999999999,57.9845,Amber,1.9309966319578722,0,0.1943,0.0,0,0
2024-01-09 05:00:00,99.77975,62.68175,99.52850000000001,56.647,Amber,-0.2708617546749721,0,0.1639,0.0,0,0
2024-01-09 06:00:00,99.7045,84.3305,99.56825,57.12125,Amber,-0.9839340696604855,0,0.0583,0.0,0,0
2024-01-09 07:00:00,99.98625,90.087,99.4105,59.357749999999996,Amber,1.178022894131242,0,0.2345,0.0,0,0
2024-01-09 08:00:00,99.84275,97.84049999999999,99.60775,56.57075,Amber,-0.10156337228787628,0,0.2671,0.0,0,0
2024-01-09 09:00:00,99.76474999999999,111.68075,99.7495,58.58025,Amber,-0.6687659679838889,0,0.2217,0.0,0,0
2024-01-09 10:00:00,99.67075,112.68625,99.59775,49.951,Amber,-1.0706302014930358,0,0.0824,0.0,0,0
2024-01-09 11:00:00,99.7085,117.9495,99.6865,45.39275,Green,-0.6031109518434401,0,0.0,0.0,0,0
2024-01-09 12:00:00,99.884,115.19275,99.701,44.591,Green,0.6325768708861013,0,0.0739,0.0,0,0
2024-01-09 13:00:00,99.6875,128.9345,99.4285,37.16975,Amber,-0.8269850659056305,0,0.0,0.0,0,0
2024-01-09 14:00:00,99.642,115.08875,99.45325,38.9525,Amber,-0.9618399832077489,0,0.0,0.0,0,0
2024-01-09 15:00:00,99.09825000000001,103.44775,99.283,36.445750000000004,Amber,-1.9338973049327097,0,0.0,0.2997,0,0
2024-01-09 16:00:00,99.23075,104.41175,99.60175,28.536,Amber,-1.0150232140746072,0,0.0,0.4669,0,0
2024-01-09 17:00:00,99.524,79.963,99.425,28.21825,Amber,0.04371559904087159,0,0.0,0.3408,0,0
2024-01-09 18:00:00,99.38775,81.62075,99.40375,35.09375,Red,-0.17430193438773883,0,0.0,0.351,0,1
2024-01-09 19:00:00,99.6805,78.76825,99.33775,33.9925,Green,1.0939978510998967,0,0.0,0.0684,0,0
2024-01-09 20:00:00,99.16325,60.83425,99.601,29.49225,Amber,-0.8181299794953959,0,0.0,0.3031,0,0
2024-01-09 21:00:00,99.60425000000001,51.885,99.45775,36.60025,Amber,0.8326978234905554,0,0.0,0.0968,0,0
2024-01-09 22:00:00,99.5415,37.86125,99.57300000000001,37.429249999999996,Amber,0.31421051902516123,0,0.0,0.0,0,0
2024-01-09 23:00:00,99.652,43.06725,99.80725,43.107749999999996,Green,0.7466588678404585,0,0.0,0.0,0,0
2024-01-10 00:00:00,99.682,42.32525,99.538,47.1445,Amber,0.6446904584834482,0,0.0,0.0,0,0
2024-01-10 01:00:00,99.78999999999999,44.45875,99.2615,51.382,Amber,1.0046390645941503,0,0.0,0.0,0,0
2024-01-10 02:00:00,99.63175,42.192,99.66275,52.38125,Green,-0.22166895845908707,0,0.0,0.0,0,0
2024-01-10 03:00:00,99.89575,57.080999999999996,99.34725,54.08125,Amber,1.5683903588363715,0,0.0856,0.0,0,0
2024-01-10 04:00:00,99.859,62.71575,99.373,58.61,Amber,0.9560907663168768,0,0.1345,0.0,0,0
2024-01-10 05:00:00,99.955,66.44324999999999,99.38275,57.78975,Amber,1.2154002100605232,0,0.2794,0.0,0,0
2024-01-10 06:00:00,100.0,85.4065,99.65,57.8585,Green,1.098820811632103,0,0.4693,0.0,0,0
2024-01-10 07:00:00,100.0,92.2515,99.47125,57.57525,Amber,0.791591746285331,0,0.6592,0.0,0,0
